event_id,filename,group,sentence_idx,sentence_text,n_trigger_words_in_sentence,trigger_words_in_sentence,n_trigger_words_in_event,trigger_words_in_event,event_text,STRAT,event_label,ROCK,LOCATION,MINERAL,ORE_DEPOSIT,TIMESCALE,reviewed,Near Miss Event,Key trigger phrase,n_trigger_words,polarity,subjectivity,negative,neutral,positive,compound
a085972_kunann2009_10445028_435,a085972_kunann2009_10445028.json,1,435,"given that the rubicon project is schedule to commence in 2010, it was decided to re visit the potential of the rubicon flanks (figure 6).",1.0,potential,2.0,"potential, mineralisation","the mary hornet target was identified during the 2007 kundana ranking campaign under rubicon flanks. at that time it was ranked low because the higher priority was the east kundana joint venture (ekjv) rubicon hornet underground project. given that the rubicon project is schedule to commence in 2010, it was decided to re visit the potential of the rubicon flanks (figure 6). drill hole hopd026 (located some 500 metres southeast of the rubicon pit, near the hornet project) drilled during april 2003 was reviewed and highlighted the high grade mineralisation associated with the mary fault.",,0,,"hornet, kundana",,,,True,False,,,0.10200000000000001,0.548,0.049,0.951,0.0,-0.5859
a085972_kunann2009_10445028_442,a085972_kunann2009_10445028.json,1,442,there is a poor understanding of the timing and relationships; however gold mineralisation in the drill hole appears to be after brecciation.,1.0,mineralisation,1.0,mineralisation,"o below the main mineralised zone, is a brittle multi stage hydrothermal breccia zone of approximately 20 to 25 metres (drill hole length). the breccia has been previously described as consisting of four distinct types. there is a poor understanding of the timing and relationships; however gold mineralisation in the drill hole appears to be after brecciation. o gold in the main zone is coexistent with minor pyrite.",,0,"hydrothermal breccia, breccia",,"pyrite, gold",,,True,False,,,-0.05476190476190477,0.36190476190476195,0.047,0.953,0.0,-0.4767
a085972_kunann2009_10445028_449,a085972_kunann2009_10445028.json,1,449,o drill hole hopd026 has intersected the most significant mineralisation to date.,1.0,mineralisation,2.0,"open along, mineralisation","o early explanation for gold within the fault was that it was due to a drag effect, with gold from the k2 structure being the original source of gold (figure 8). evidence suggests that any redistribution of gold is not mechanical physical, but more likely to be hydrothermal. o drill hole hopd026 has intersected the most significant mineralisation to date. mineralisation is inferred to be open along the fault to the north.",,0,,,"hydrothermal, gold",,,True,False,,,0.19318181818181818,0.5466991341991342,0.091,0.852,0.057,-0.3737
a085972_kunann2009_10445028_457,a085972_kunann2009_10445028.json,1,457,"during 2007 to 2008, barrick explored potential for ore around the barkers open pit at kundana.",1.0,potential,1.0,potential,"22mile completion report.docx barrick internal memo. richards, d.2009 rough contact zone model notes.doc barrick internal memo. during 2007 to 2008, barrick explored potential for ore around the barkers open pit at kundana. a large but weak stock work of mineralized quartz+ tourmaline and pyrite veining was confirmed but no economic envelope was generated.",,0,,kundana,"tourmaline, pyrite",,,True,True,confirmed but no economic envelope was generated,,0.004365079365079365,0.4615079365079365,0.117,0.883,0.0,-0.7684
a085972_kunann2009_10445028_460,a085972_kunann2009_10445028.json,1,460,"it was noted however, that immediately below the southern end of the 21mile part of the pit (se corner) mineralisation in the albite carbonate altered contact zone between the powder gabbro sill and the volcanogenic sediments of the black flag formation, brittle deformation hosted a small concentration of gold mineralisation which extended to the south.",1.0,mineralisation,1.0,mineralisation,"a large but weak stock work of mineralized quartz+ tourmaline and pyrite veining was confirmed but no economic envelope was generated. intersections were widely spaced and difficult to correlate with one another. it was noted however, that immediately below the southern end of the 21mile part of the pit (se corner) mineralisation in the albite carbonate altered contact zone between the powder gabbro sill and the volcanogenic sediments of the black flag formation, brittle deformation hosted a small concentration of gold mineralisation which extended to the south. phase 2 drilling of 21 air core holes tested the extent and continuity of this zone referred to as 22 mile prospect.",powder gabbro,0,sediments,black flag,"gold, carbonate, albite, tourmaline, pyrite",,,True,False,,,-0.09748677248677248,0.4985449735449736,0.086,0.889,0.024,-0.7964
a085972_kunann2009_10445028_469,a085972_kunann2009_10445028.json,1,469,soil sampling is viewed as a cost effective way to quickly and efficiently identify areas for follow up work at a later date.,1.0,follow up work,1.0,follow up work,"this program was designed to test high gold anomalies recorded in earlier soil sampling. the results suggested that the historical soil data is unreliable. soil sampling is viewed as a cost effective way to quickly and efficiently identify areas for follow up work at a later date. it will meet the tenement commitments, but also conserve expenditure on a relatively grass roots area.",,0,,,gold,,,True,False,,,0.15619047619047619,0.33428571428571424,0.0,0.917,0.083,0.4854
a085972_kunann2009_10445028_472,a085972_kunann2009_10445028.json,1,472,the tenements are regarded as highly prospective because:o they are located along strike from the binduli mineralisation approximately 5 to 15 kilometres to the southeast (figure 9).,1.0,mineralisation,1.0,mineralisation,"it will meet the tenement commitments, but also conserve expenditure on a relatively grass roots area. some 2,500 soil samples have been designed and subject to approval, work would be carried in 2010 before the august anniversary dates for the tenements. the tenements are regarded as highly prospective because:o they are located along strike from the binduli mineralisation approximately 5 to 15 kilometres to the southeast (figure 9). o they include a relatively unexplored area where the late kurrawang basin unconformity exists.",,0,,kurrawang,,,,True,True,,,-0.11777777777777777,0.34555555555555556,0.021,0.913,0.066,0.5647
a085972_kunann2009_10445028_508,a085972_kunann2009_10445028.json,1,508,the program was designed to evaluate the potential of the mineralisation as an open pit.,2.0,"potential, mineralisation",2.0,"potential, mineralisation","see eparam2.csv a third run using the macro estimate2009_2007data.mac uses only the holes used in 2007 for comparison with this model. during july 2009, six rc drill holes were completed at startrek as due diligence on historic drill results. the program was designed to evaluate the potential of the mineralisation as an open pit. the drill holes (stc09 01 to stc09 06) were planned to a nominal 50m drill depth, but to be continued into fresh rock.",,0,,,,,,True,False,,,0.024999999999999998,0.48214285714285715,0.0,0.962,0.038,0.4497
a085972_kunann2009_10445028_514,a085972_kunann2009_10445028.json,1,514,mineralisation at startrek is contained within a medium to high grade (5 15g t) narrow quartz vein.,1.0,mineralisation,1.0,mineralisation,"the drill rig used for this project was a shram rc drill rig (rig no: ed069). down hole gyroscopic surveys of the holes were conducted by australian borehole imagery and mapping solutions (abims). mineralisation at startrek is contained within a medium to high grade (5 15g t) narrow quartz vein. the vein is hosted within what is locally referred to as the startrek dolerite, and is proximal and parallel to the contact between the dolerite and a volcanogenic sedimentary unit that is part of the white flag formation.",white flag formation,0,"dolerite, quartz vein",,,,,True,False,,,-0.027936507936507943,0.17555555555555552,0.059,0.922,0.019,-0.3612
a085972_kunann2009_10445028_518,a085972_kunann2009_10445028.json,1,518,this interpretation is based on intercepts from only four drill holes and requires further drilling if it is to be properly evaluated.,1.0,further drilling,1.0,further drilling,"startrek is located on the northern continuation of the goldilocks structure, east of and parallel to the main mineralised kundana trends, the raleigh structure and the k2 structure. supergene enrichment of the mineralised vein approximately 25m below surface may have resulted in a narrow band of very high grade material (50 150g t), an order of magnitude higher than what is typical for the vein. this interpretation is based on intercepts from only four drill holes and requires further drilling if it is to be properly evaluated. from historic drilling, the startrek vein was interpreted to strike approximately 330 degrees and dip steeply to the south west.",,0,,"south west, raleigh, kundana",,,,True,False,,,-0.04516666666666667,0.43627777777777776,0.014,0.986,0.0,-0.128
a085972_kunann2009_10445028_528,a085972_kunann2009_10445028.json,1,528,"only one intercept of this vein in stc09 01 contained significant mineralisation (1m @ 10.3g t), however this repeated poorly in lab repeat and screen fire assays with values as low as 0.1g t reported.",1.0,mineralisation,1.0,mineralisation,"visible gold was identified in samples from holes stc09 04 and stc09 06. in three drill holes, stc09 01, stc09 02 and stc09 03, a second, narrower vein was intersected approximately 10m down hole from the target vein. only one intercept of this vein in stc09 01 contained significant mineralisation (1m @ 10.3g t), however this repeated poorly in lab repeat and screen fire assays with values as low as 0.1g t reported. the second vein is interpreted to be insignificant with regards to mineralisation.",,0,,,gold,,,True,False,,,-0.07256944444444445,0.4579861111111111,0.078,0.871,0.051,-0.34
