index,event_id,filename,anumber,sentence_count,report_type,idx,event_text,triggers,label,confidence,user,lower_idx,upper_idx
44343,a074188_jillawarra_combined_(c186-2006)_annual_report_2005_-_2006_16887885_11027669_50,a074188_jillawarra_combined_(c186-2006)_annual_report_2005_-_2006_16887885_11027669.json,74188,299,Annual,50,"The lead domain contains an inferred resource of 50 Mt at 4.0% Pb, 0.2% Zn, and 10 g/t Ag and the inferred resource of the copper gold domain consists of 10Mt at 0.6% Cu, 0.5g/t Au, 0.2 % Pb and 2g/t Ag (Abra ASX release 2006). Abra is characterised by a well-defined zonation as follows: Stratabound hemaetite-barite-jaspilite at the top (50m)-red zone followed by Stratabound magnetite- barite- galena- dolomite/siderite (50m)- black zone, underlain by Stringer copper sulphides and quartz magnetite-barite vein breccia (300m) The stratabound mineralisation is hosted in the upper part of the Gap Well Siltstones, locally characterised by evaporitic pseudomorhps, bio-stromal dolomite, microbial mats and syndiagenetic iron sulphides. The stratabound mineralisation and is overlain by 250m of sandstones and conglomeratic sandstones of the West Creek Formation.",mineralisation,True,Medium,charlie,49,51
45108,a074227_strawbridge_2006 annual_report_15074554_5,a074227_strawbridge_2006 annual_report_15074554.json,74227,51,Annual,5,"The Strawbridge project forms part of the BHP Billiton Groups eastern goldfield exploration strategy, which is still being generated. And as such, only a small amount of work has been completed on the project to date due to the time required to develop and test new technologies and targeting models. This area is difficult to explore for nickel using conventional techniques due to the salt lake sitting over much of the prospective stratigraphy. Further ground geological mapping and sampling work will take place in the first quarter of 2007, followed up by electrical geophysical surveys in areas deemed permissive. Figure 1 Project Location Plan Figure 2 Tenement Plan",prospective,False,High,charlie,5,7
46694,a074325_e77-1159 2006 annual report_17579552_154,a074325_e77-1159 2006 annual report_17579552.json,74325,185,Annual,154,"This programme has been conducted at Golden Orb which is to the east of Exploration Licence 77/1159. Programmes completed over Exploration Licence 77/1159 during this current period have included geophysical re-interpretation, completion of an Ethnographic Survey, geological reconnaissance and field verification.",prospect,True,Low,charlie,154,155
50322,a074494_fairstar_spinifexwell_report_doir_14167846_359,a074494_fairstar_spinifexwell_report_doir_14167846.json,74494,471,Annual,359,"In the south, the fracture is along the contact between the Spinifex Well granitoid and the Bundarra batholith to the west. To the north, the fracture is located within the Spinifex Well granitoid. Magnetic lows within the zone are possible alteration targets. Calculation of similarity between 3D analytic signal amplitude of the vertical integral and reduced to pole data derivative was carried out to provide a visual indicator of the presence of remanence. Fairstar Resources Magnetic Processing Spinifex Well.",possible,False,High,charlie,359,360
53141,a074609_yo_c47_1999_2006a_18803006_44,a074609_yo_c47_1999_2006a_18803006.json,74609,360,Annual,44,"2.1 Regional Geology Yalgoo The two main greenstone sequences of the Murchison Province are both present in the Yalgoo Greenstone Belt. These are the Luke Creek Group and the Mount Farmer Group. The Luke Creek Group consists of laterally extensive (province-wide) lava plains, banded iron formations (BIF) and associated rocks. The Mount Farmer group consists of nine distinct volcanic centres and one sedimentary basin (Watkins and Hickman, 1990). The Luke Creek Group is the older of the two and includes the Murrouli Basalt, the Golconda, Gabanintha and Windaning Formations.",extensive,False,High,charlie,44,46
54948,a074665_c67_2003_2007a_10117977_192,a074665_c67_2003_2007a_10117977.json,74665,697,Annual,192,"Identified mineralisation extends in multiple directions beyond the area for which a resource was estimated. However, none of these additional resources were quanitified. The inclusion of all mineralised drillhole intersections in the Ambassador area into the Ambassador Resource estimate will substantially increase the size of the resource. 4.6 Review of Baseline Studies. Davis of Energy and Minerals Australia was engaged to review the Baseline Studies previously completed within the Tenements, and advise on the scope of work that will be required as part of a Definitive Feasibility Study (DFS) for the development of any uranium resource within the Tenements.",mineralised,False,High,charlie,192,193
60284,a074854_microsoft word - 2006 norseman annual report_11672921_84,a074854_microsoft word - 2006 norseman annual report_11672921.json,74854,378,Annual,84,"Miocene lacustrine sediments and marine limestones overlie the Archaean rocks in some areas. Although significant advances were made in the understanding of the gold mineralisation at the Norseman project, in that the first JORC compliant resource estimate was made and a scoping study was completed. Further work is required as regards establishing the geological controls of the gold mineralization. This will be one of the foci for 2007 work programme. This work will include:a) Underground mapping and sampling at Iron Duke and Surprise.",mineralization,False,High,charlie,84,86
66784,a075117_c832005 ularring rock project 2006 annual_13905309_78,a075117_c832005 ularring rock project 2006 annual_13905309.json,75117,150,Annual,78,"Cs, Bi and Sb support the copper anomaly with spot highs in W in the vicinity.","encouragement, mineralisation, significantly",True,Medium,charlie,78,78
78927,a075733_2007 annual report e46-504_10350022_9,a075733_2007 annual report e46-504_10350022.json,75733,51,Annual,9,"The vein swarms lie within and define a narrow, highly irregular belt or corridor, which closely follows the margins and crests of a steep-sided line of hills. For the stream samples suitable trap sites were selected and approximately 3kg of roughly sieved sample was collected for later drying and sizing by Genalysis Laboratory Services at their Perth laboratory. For the soil samples sites were selected on a rough grid pattern around a trend of quartz veining and approximately 3kg of roughly sieved sample was collected for later drying and sizing by Genalysis Laboratory Services at their Perth laboratory. The western Anomaly prospect which extends into Image Resources adjoining tenement had originally been identified in 2002 by soil sampling as a narrow, East West trending Au and As anomaly about 1.5km in length. Subsequent mapping indicated that the anomalous zone appeared to be related to swarms of small deformed quartz veins intruded into folded and cleaved shaly turbidites of the Archaean Mosquito Creek Formation.",trend of,False,High,charlie,9,10
79852,a075783_c163_2006_2007a_11946585_69,a075783_c163_2006_2007a_11946585.json,75783,78,Annual,69,"Data Review and Validation Geology Review, validation and field inspections. 1.1 Location and Access 5 1.2 Tenement Details, Land Status and Usage 6 2.1 Regional Geology 7 2.2 Local Geology 8 Bacchus Gift 8 Newhaven 8 Newminster 8 3. GEOLOGICAL ACTIVITIES 11 3.1 Introduction 11 3.2 Field Reconnaissance 11 3.3 Data Review 11 3.4 Drillhole Planning and Work Approval 12 References 13 List of Figures Figure 1 Location Plan 5 Figure 2 Tenement and other Land Uses Plan 6 On the 27th July 2006 a program of works application was approved by the DOIR for three HQ diamond holes to be drilled at Newminster.",gift,False,High,charlie,69,69
80517,a075793_mount_combined_annual_2006_2007_15206558_273,a075793_mount_combined_annual_2006_2007_15206558.json,75793,474,Annual,273,"This report is the Annual Report for The Mount Project (Combined Report C37/2002), outlining exploration activities for the period June 22, 2006 to June 21, 2007. Exploration activities for the reporting period involved a technical review, including a geological review and targeting for the entire project area. Additional exploration during the period included the development of an exploration drilling proposal for the German Lode. The Mount Project currently consists of 6 live tenements for a total of 1,024.7 hectares (ha) along with 4 tenements in application. The project is part of the Redemption Joint Venture (RJV), an unincorporated joint venture between Focus Minerals Ltd. (formerly Austminex Ltd.) and Matador Mining Pty Ltd. (Matador) formed during early 2005.",exploration drilling,False,High,charlie,273,274
82102,a075861_empire troy creek rpt e69-1486-07_11548875_178,a075861_empire troy creek rpt e69-1486-07_11548875.json,75861,254,Annual,178,"Position uncertain because of apparent projection confusion. Magnetic trend or minor magnetic unit. Proterozoic stratigraphy or drainage Prospect / mineralisation Stockdale detailed helimag survey Magnetic contact Inferred major fault or fracture zone. Hatching indicates dip direction Unconformity; in part from GSWA mapping. Inferred fold axis (antiformal or synformal) Inferred mylonite, fracture or alteration zone Inferred secondary fault or fracture zone Inferred non magnetic, granitic?","prospect, mineralisation",False,High,charlie,178,179
